rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,apply_link,cta_button/link,cta_button/text
3300,301–350,University of Oulu,47.0–48.7,3300,28.4,586,35.8,301,75.2,407,46.9,491,57.5,520,master_account,6,/world-university-rankings/university-oulu,131756,Finland,"10,134",19.8,7%,54 : 46,University of Oulu,"Education,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Chemical Engineering,Civil Engineering,Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Accounting & Finance,Computer Science,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Psychology,Chemistry,Architecture,Other Health,Geography,Electrical & Electronic Engineering,Archaeology",false,false,false,,,
3310,301–350,Peter the Great St Petersburg Polytechnic University,47.0–48.7,3310,31.1,482,23.7,601,83.0,268,75.5,152,57.4,522,master_account,0,/world-university-rankings/st-petersburg-state-polytechnical-university,131339,Russian Federation,"16,375",9.7,32%,41 : 59,Peter the Great St Petersburg Polytechnic University,"Art, Performing Arts & Design,Sport Science,Accounting & Finance,General Engineering,Sociology,Electrical & Electronic Engineering,Law,Mathematics & Statistics,Economics & Econometrics,Architecture,Physics & Astronomy,Psychology,Civil Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Business & Management,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Chemical Engineering,Education,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences",false,false,true,,,
3320,301–350,Politecnico di Milano,47.0–48.7,3320,39.0,261,45.3,175,56.4,731,74.6,159,62.0,452,master_account,11,/world-university-rankings/politecnico-di-milano,797,Italy,"37,532",25.4,18%,,Politecnico di Milano,"Civil Engineering,Computer Science,Architecture,Chemical Engineering,Mechanical & Aerospace Engineering,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,General Engineering",false,false,false,,,
3330,301–350,Reykjavík University,47.0–48.7,3330,15.5,1653,21.5,683,99.9,12,38.1,1288,71.4,329,master_account,0,/world-university-rankings/reykjavik-university,131356,Iceland,"2,757",22.9,8%,47 : 53,Reykjavík University,"Physics & Astronomy,Other Health,Psychology,Civil Engineering,Law,Sport Science,Electrical & Electronic Engineering,Economics & Econometrics,General Engineering,Accounting & Finance,Education,Mechanical & Aerospace Engineering,Computer Science,Business & Management",false,false,false,,,
3340,301–350,RMIT University,47.0–48.7,3340,29.4,547,32.7,363,71.8,459,47.6,467,93.6,73,master_account,0,/world-university-rankings/rmit-university,915,Australia,"32,692",23.6,34%,48 : 52,RMIT University RMIT Australia Melbourne,"Other Health,Mathematics & Statistics,Psychology,Computer Science,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Education,Sport Science,Art, Performing Arts & Design,Chemical Engineering,Sociology,Languages, Literature & Linguistics,Agriculture & Forestry,Geography,General Engineering,Chemistry,Accounting & Finance,Architecture,Biological Sciences,Law,Civil Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",false,false,false,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-01576523,,
3350,301–350,University of St Gallen,47.0–48.7,3350,28.2,595,20.4,724,80.0,316,47.4,476,95.9,33,master_account,0,/world-university-rankings/university-stgallen,131326,Switzerland,"8,065",12.2,34%,35 : 65,University of St Gallen,"Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Computer Science,Accounting & Finance,Business & Management",false,false,false,,,
3360,301–350,Saint Louis University,47.0–48.7,3360,39.6,247,15.8,974,89.4,161,39.8,996,34.7,1113,private,0,/world-university-rankings/saint-louis-university,131616,United States,"10,798",7.4,7%,60 : 40,Saint Louis University,"Accounting & Finance,Civil Engineering,Other Health,Chemistry,Business & Management,Biological Sciences,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Languages, Literature & Linguistics,General Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Education,Art, Performing Arts & Design,Law,Psychology,Physics & Astronomy,Agriculture & Forestry,Geography,Sport Science,Sociology,Communication & Media Studies,History, Philosophy & Theology",false,false,false,https://www.timeshighereducation.com/student/into-university-partnerships?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-63649632,,
3370,301–350,University of South Australia,47.0–48.7,3370,23.0,879,36.1,292,70.4,482,79.5,119,87.5,144,master_account,11,/world-university-rankings/university-south-australia,855,Australia,"23,490",32.9,21%,58 : 42,University of South Australia,"History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Computer Science,Business & Management,Languages, Literature & Linguistics,Sport Science,General Engineering,Civil Engineering,Law,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Art, Performing Arts & Design,Architecture,Mechanical & Aerospace Engineering,Education,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Other Health,Psychology",false,false,false,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-71919185,,
3380,301–350,University of Southern Queensland,47.0–48.7,3380,24.6,780,24.3,581,85.5,231,41.5,801,79.8,222,master_account,1,/world-university-rankings/university-southern-queensland,131305,Australia,"12,150",26.0,18%,62 : 38,University of Southern Queensland usq,"History, Philosophy & Theology,Electrical & Electronic Engineering,Education,Sport Science,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Other Health,Civil Engineering,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Biological Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Computer Science,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Archaeology,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Mathematics & Statistics",false,false,false,,,
3390,301–350,Stony Brook University,47.0–48.7,3390,33.8,383,26.8,504,76.1,390,38.1,1290,69.5,349,public,0,/world-university-rankings/stony-brook-university,578,United States,"25,411",10.6,22%,52 : 48,Stony Brook University,"Mechanical & Aerospace Engineering,Sociology,Other Health,Chemistry,Accounting & Finance,Archaeology,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Geography,General Engineering,Communication & Media Studies,Education,Electrical & Electronic Engineering,Chemical Engineering,Languages, Literature & Linguistics,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-10396992,,
3400,301–350,University of Stuttgart,47.0–48.7,3400,44.8,161,48.6,142,47.5,892,88.0,82,53.5,597,master_account,0,/world-university-rankings/university-stuttgart,1031,Germany,"16,054",26.5,19%,34 : 66,University of Stuttgart,"Mathematics & Statistics,Sociology,Chemistry,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Business & Management,General Engineering,Computer Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Sport Science,Languages, Literature & Linguistics,Civil Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Architecture",false,false,false,,https://www.timeshighereducation.com/student/free-documents-verification-service?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-56441501,Verify Documents
3410,301–350,Swinburne University of Technology,47.0–48.7,3410,25.2,733,31.1,407,81.8,285,45.2,555,81.5,202,master_account,0,/world-university-rankings/swinburne-university-technology,858,Australia,"15,327",25.6,25%,38 : 62,Swinburne University of Technology,"Civil Engineering,Medicine & Dentistry,Computer Science,General Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Art, Performing Arts & Design,Chemical Engineering,Economics & Econometrics,Business & Management,Communication & Media Studies,Other Health,Mathematics & Statistics,Sport Science,Chemistry,Accounting & Finance,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Architecture,Education,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,Sociology,Law,Physics & Astronomy,Biological Sciences",false,false,false,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-90741515,,
3420,301–350,Taipei Medical University,47.0–48.7,3420,44.4,168,32.2,380,63.1,605,93.1,53,45.8,778,master_account,11,/world-university-rankings/taipei-medical-university,991,Taiwan,"5,946",9.1,10%,58 : 42,Taipei Medical University TMU Taiwan medicine,"History, Philosophy & Theology,Business & Management,Electrical & Electronic Engineering,General Engineering,Medicine & Dentistry,Sociology,Law,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences",false,false,false,,,
3430,301–350,Tampere University,47.0–48.7,3430,26.6,668,35.9,296,76.9,375,56.1,305,51.1,648,master_account,0,/world-university-rankings/tampere-university,670629,Finland,"15,855",20.6,6%,54 : 46,Tampere University,"Mechanical & Aerospace Engineering,Education,Art, Performing Arts & Design,Civil Engineering,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Other Health,Communication & Media Studies,General Engineering,Sociology,Architecture,Chemistry,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Law,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences",false,false,false,,,
3440,301–350,University of Tasmania,47.0–48.7,3440,27.1,649,34.8,312,71.5,465,48.1,456,91.1,100,master_account,0,/world-university-rankings/university-tasmania,808,Australia,"18,264",22.9,36%,60 : 40,University of Tasmania,"Education,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,History, Philosophy & Theology,Sport Science,Psychology,Sociology,Medicine & Dentistry,Chemistry,Computer Science,Mathematics & Statistics,Communication & Media Studies,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Business & Management,Physics & Astronomy,Other Health,Electrical & Electronic Engineering,General Engineering,Law,Architecture,Economics & Econometrics,Agriculture & Forestry,Languages, Literature & Linguistics,Geography,Biological Sciences",false,false,false,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-41097594,,
3450,301–350,Technical University of Darmstadt,47.0–48.7,3450,43.3,184,48.2,145,43.8,958,80.7,109,59.6,489,master_account,0,/world-university-rankings/technical-university-darmstadt,745,Germany,"15,526",37.1,18%,34 : 66,Technical University of Darmstadt Technical University of Darmstadt,"Languages, Literature & Linguistics,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Sport Science,Psychology,Chemical Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Chemistry,Computer Science,Economics & Econometrics,Architecture,Education,Other Health,Biological Sciences,Business & Management,General Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Physics & Astronomy",false,false,false,,,
3460,301–350,Temple University,47.0–48.7,3460,37.4,295,23.1,625,83.5,255,40.2,935,38.6,997,public,0,/world-university-rankings/temple-university,907,United States,"35,641",12.5,8%,54 : 46,Temple University,"Biological Sciences,Art, Performing Arts & Design,History, Philosophy & Theology,Geography,Law,Other Health,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,Civil Engineering,Business & Management,General Engineering,Sport Science,Languages, Literature & Linguistics,Medicine & Dentistry,Sociology,Architecture,Mathematics & Statistics,Education,Psychology,Chemistry,Politics & International Studies (incl Development Studies),Physics & Astronomy,Electrical & Electronic Engineering,Computer Science,Accounting & Finance",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-39481752,,
